Open time,Open,High,Low,Close,Volume,Close time,Quote asset volume,Number of trades,Taker buy base asset volume,Taker buy quote asset volume,Ignore,Delta,Day,Cumulative delta
2023-06-30 19:00:00,1924.62,1931.4,1917.82,1926.32,12089.0942,2023-06-30 19:59:59.999,23263119.210769,17323,6146.9306,11829423.934112,0,-5942.1636,2023-06-30,-345467.6075
2023-06-30 20:00:00,1926.32,1932.37,1922.25,1927.25,10950.512,2023-06-30 20:59:59.999,21112577.881126,15135,5066.4423,9767178.591202,0,-5884.069700000001,2023-06-30,-351351.6772
2023-06-30 21:00:00,1927.25,1933.53,1918.66,1931.95,12849.3609,2023-06-30 21:59:59.999,24765997.848231,16592,5568.6544,10732888.163442,0,-7280.706499999999,2023-06-30,-358632.3837
2023-06-30 22:00:00,1931.96,1940.41,1930.73,1934.59,8939.7897,2023-06-30 22:59:59.999,17305107.240169,15762,4106.8326,7949551.605165,0,-4832.9571,2023-06-30,-363465.3408
2023-06-30 23:00:00,1934.6,1943.68,1930.78,1933.79,13794.3391,2023-06-30 23:59:59.999,26695291.817317,19637,6157.229,11917936.286393,0,-7637.110099999999,2023-06-30,-371102.4509
2023-07-01 00:00:00,1933.8,1944.56,1930.01,1934.11,20088.0766,2023-07-01 00:59:59.999,38931951.862119,24283,11427.0512,22147387.731254,0,-8661.0254,2023-07-01,-8661.0254
2023-07-01 01:00:00,1934.11,1936.13,1924.25,1929.2,14412.9689,2023-07-01 01:59:59.999,27807961.393182,21720,6193.9699,11949894.481325,0,-8218.999,2023-07-01,-16880.024400000002
2023-07-01 02:00:00,1929.2,1930.33,1920.44,1920.69,9623.0659,2023-07-01 02:59:59.999,18524224.211711,16356,4070.2595,7835228.98645,0,-5552.8063999999995,2023-07-01,-22432.8308
2023-07-01 03:00:00,1920.7,1922.65,1917.28,1920.16,7997.5855,2023-07-01 03:59:59.999,15355232.034413,13827,3827.6208,7348883.535652,0,-4169.9647,2023-07-01,-26602.7955
2023-07-01 04:00:00,1920.15,1920.93,1909.44,1915.2,11373.8248,2023-07-01 04:59:59.999,21772824.48157,18131,5088.8286,9740210.053908,0,-6284.9962000000005,2023-07-01,-32887.7917
2023-07-01 05:00:00,1915.2,1919.14,1914.54,1919.07,3934.3874,2023-07-01 05:59:59.999,7541951.511207,9556,2089.2753,4004935.905022,0,-1845.1121000000003,2023-07-01,-34732.9038
2023-07-01 06:00:00,1919.08,1922.17,1915.13,1920.83,7446.8613,2023-07-01 06:59:59.999,14288321.688383,11675,3515.8403,6745355.789106,0,-3931.0209999999997,2023-07-01,-38663.9248
2023-07-01 07:00:00,1920.83,1920.91,1912.51,1920.05,7645.7622,2023-07-01 07:59:59.999,14656508.129933,13694,3236.3634,6204500.071986,0,-4409.3988,2023-07-01,-43073.3236
2023-07-01 08:00:00,1920.04,1920.41,1911.6,1915.32,8190.5091,2023-07-01 08:59:59.999,15703740.52052,13576,3734.4785,7160139.870822,0,-4456.0306,2023-07-01,-47529.3542
2023-07-01 09:00:00,1915.33,1919.83,1913.8,1916.93,5272.0261,2023-07-01 09:59:59.999,10105822.266311,11294,2530.8074,4851053.007486,0,-2741.2187,2023-07-01,-50270.5729
2023-07-01 10:00:00,1916.94,1926.04,1915.84,1922.42,10944.4614,2023-07-01 10:59:59.999,21021687.217147,16499,5289.6901,10157897.213872,0,-5654.7713,2023-07-01,-55925.3442
2023-07-01 11:00:00,1922.42,1926.87,1920.86,1922.55,6882.1509,2023-07-01 11:59:59.999,13237035.871354,12717,3439.8955,6616440.41137,0,-3442.2553999999996,2023-07-01,-59367.5996
2023-07-01 12:00:00,1922.56,1927.73,1921.96,1927.01,7664.6457,2023-07-01 12:59:59.999,14756256.095609,13977,3920.8051,7548000.39188,0,-3743.8406,2023-07-01,-63111.4402
2023-07-01 13:00:00,1927.01,1929.87,1922.8,1923.5,10196.3205,2023-07-01 13:59:59.999,19640812.387381,15343,4974.6204,9582536.105998,0,-5221.7001,2023-07-01,-68333.1403
2023-07-01 14:00:00,1923.49,1925.8,1921.45,1923.06,7108.954,2023-07-01 14:59:59.999,13673926.654517,14302,3686.879,7091477.99048,0,-3422.075,2023-07-01,-71755.2153
2023-07-01 15:00:00,1923.06,1924.4,1917.5,1922.63,8599.9263,2023-07-01 15:59:59.999,16526158.382405,13940,4249.8274,8167838.57348,0,-4350.098899999999,2023-07-01,-76105.3142
2023-07-01 16:00:00,1922.63,1923.97,1916.92,1919.62,6642.5015,2023-07-01 16:59:59.999,12754071.775619,12029,3748.4742,7197277.10544,0,-2894.0273,2023-07-01,-78999.3415
2023-07-01 17:00:00,1919.61,1921.11,1916.6,1918.31,5109.6579,2023-07-01 17:59:59.999,9803808.725961,9502,2624.9954,5036710.655216,0,-2484.6625000000004,2023-07-01,-81484.004
2023-07-01 18:00:00,1918.31,1921.37,1918.3,1921.26,3362.2662,2023-07-01 18:59:59.999,6455848.823595,7191,2164.3073,4155464.665101,0,-1197.9589,2023-07-01,-82681.9629
2023-07-01 19:00:00,1921.26,1924.2,1921.26,1922.6,3677.8801,2023-07-01 19:59:59.999,7072601.423787,7924,1828.026,3515200.003508,0,-1849.8540999999998,2023-07-01,-84531.817
2023-07-01 20:00:00,1922.6,1924.1,1921.75,1922.8,2676.2595,2023-07-01 20:59:59.999,5146653.466158,6446,1300.5349,2500960.630154,0,-1375.7246,2023-07-01,-85907.5416
2023-07-01 21:00:00,1922.8,1923.3,1921.56,1922.86,1943.5641,2023-07-01 21:59:59.999,3736392.598008,6232,964.4452,1854047.070078,0,-979.1189,2023-07-01,-86886.6605
2023-07-01 22:00:00,1922.86,1927.32,1920.63,1922.74,4903.4367,2023-07-01 22:59:59.999,9433626.270631,8977,2711.9855,5217357.506896,0,-2191.4512000000004,2023-07-01,-89078.1117
2023-07-01 23:00:00,1922.74,1925.45,1920.69,1924.5,2676.2762,2023-07-01 23:59:59.999,5146337.821215,7828,1675.4894,3221720.39692,0,-1000.7867999999999,2023-07-01,-90078.8985
2023-07-02 00:00:00,1924.5,1926.7,1917.44,1921.0,9699.6964,2023-07-02 00:59:59.999,18639994.485716,15158,4746.8991,9120984.586024,0,-4952.797300000001,2023-07-02,-4952.797300000001
2023-07-02 01:00:00,1920.99,1923.64,1918.37,1920.33,6558.9204,2023-07-02 01:59:59.999,12598547.404397,9197,3672.8398,7054411.157758,0,-2886.0806,2023-07-02,-7838.877900000001
2023-07-02 02:00:00,1920.33,1923.5,1911.26,1919.57,8971.9059,2023-07-02 02:59:59.999,17204883.521839,14675,4714.0694,9040673.906605,0,-4257.836499999999,2023-07-02,-12096.7144
2023-07-02 03:00:00,1919.58,1919.58,1911.4,1913.91,6467.443,2023-07-02 03:59:59.999,12388728.50029,12258,2638.3498,5054896.43232,0,-3829.0932000000003,2023-07-02,-15925.8076
2023-07-02 04:00:00,1913.91,1916.15,1910.06,1913.41,5856.2779,2023-07-02 04:59:59.999,11207508.937334,10626,2464.8884,4717586.146531,0,-3391.3895,2023-07-02,-19317.1971
2023-07-02 05:00:00,1913.42,1915.94,1911.91,1913.9,4934.1798,2023-07-02 05:59:59.999,9444306.603445,9330,1986.3856,3802053.686628,0,-2947.7942,2023-07-02,-22264.9913
2023-07-02 06:00:00,1913.89,1916.77,1912.8,1913.6,4075.6671,2023-07-02 06:59:59.999,7802946.588566,8264,1993.2363,3815893.75009,0,-2082.4308,2023-07-02,-24347.4221
2023-07-02 07:00:00,1913.59,1916.4,1912.5,1914.97,5315.0617,2023-07-02 07:59:59.999,10176527.493399,9136,2179.5802,4172914.454184,0,-3135.4815000000003,2023-07-02,-27482.9036
2023-07-02 08:00:00,1914.96,1918.0,1912.06,1912.07,4385.775,2023-07-02 08:59:59.999,8398793.669155,8907,1710.5397,3275669.28908,0,-2675.2352999999994,2023-07-02,-30158.1389
2023-07-02 09:00:00,1912.07,1919.64,1911.83,1917.78,5818.4625,2023-07-02 09:59:59.999,11151890.574056,10092,3364.2248,6448438.491624,0,-2454.2376999999997,2023-07-02,-32612.3766
2023-07-02 10:00:00,1917.79,1919.5,1915.34,1917.12,7180.6601,2023-07-02 10:59:59.999,13768235.456886,11013,3441.018,6597564.345094,0,-3739.6421,2023-07-02,-36352.0187
2023-07-02 11:00:00,1917.12,1922.4,1916.44,1919.99,4954.9573,2023-07-02 11:59:59.999,9506206.82311,10356,2803.8233,5378611.585431,0,-2151.134,2023-07-02,-38503.1527
2023-07-02 12:00:00,1919.99,1921.15,1916.41,1917.79,4246.9675,2023-07-02 12:59:59.999,8150314.036094,11476,2119.7679,4067997.035864,0,-2127.1996,2023-07-02,-40630.3523
2023-07-02 13:00:00,1917.8,1918.88,1913.62,1915.87,5751.5885,2023-07-02 13:59:59.999,11022307.522411,10619,2780.0136,5327801.565632,0,-2971.5748999999996,2023-07-02,-43601.9272
2023-07-02 14:00:00,1915.87,1927.5,1915.43,1925.81,8744.4413,2023-07-02 14:59:59.999,16802375.03382,13507,4455.9875,8559930.831903,0,-4288.4538,2023-07-02,-47890.381
2023-07-02 15:00:00,1925.8,1927.61,1885.75,1918.61,38052.2329,2023-07-02 15:59:59.999,72567526.002327,45790,17598.5101,33568190.495415,0,-20453.722800000003,2023-07-02,-68344.10380000001
2023-07-02 16:00:00,1918.6,1924.2,1916.2,1917.5,9859.2385,2023-07-02 16:59:59.999,18926072.403624,13236,5075.9623,9743759.833161,0,-4783.276199999999,2023-07-02,-73127.38
2023-07-02 17:00:00,1917.51,1918.0,1905.77,1907.27,11579.2247,2023-07-02 17:59:59.999,22142433.037041,14995,5907.0885,11295271.528133,0,-5672.136200000001,2023-07-02,-78799.5162
2023-07-02 18:00:00,1907.26,1912.12,1901.61,1912.12,8985.4473,2023-07-02 18:59:59.999,17136316.157947,14047,5244.9304,10002574.756471,0,-3740.5168999999996,2023-07-02,-82540.0331
2023-07-02 19:00:00,1912.11,1914.47,1910.81,1914.12,3080.4439,2023-07-02 19:59:59.999,5891585.596522,7109,1638.3004,3133262.22256,0,-1442.1435000000001,2023-07-02,-83982.1766
2023-07-02 20:00:00,1914.12,1920.39,1911.26,1918.39,4090.4824,2023-07-02 20:59:59.999,7837189.363393,8236,1991.9697,3815842.087466,0,-2098.5126999999998,2023-07-02,-86080.6893
2023-07-02 21:00:00,1918.39,1924.98,1917.83,1921.0,6308.2416,2023-07-02 21:59:59.999,12120273.345181,10375,3228.9291,6203801.960345,0,-3079.3125000000005,2023-07-02,-89160.0018
2023-07-02 22:00:00,1921.01,1959.2,1912.28,1942.05,65668.796,2023-07-02 22:59:59.999,127529882.409599,86532,33902.0684,65843629.416912,0,-31766.727600000006,2023-07-02,-120926.72940000001
2023-07-02 23:00:00,1942.04,1944.09,1930.61,1937.48,15266.6715,2023-07-02 23:59:59.999,29566997.993987,16199,7682.58,14879276.448289,0,-7584.0915,2023-07-02,-128510.8209
2023-07-03 00:00:00,1937.49,1942.27,1933.55,1934.88,8265.9538,2023-07-03 00:59:59.999,16018219.42176,13041,4563.5945,8843580.9715,0,-3702.359299999999,2023-07-03,-3702.359299999999
2023-07-03 01:00:00,1934.87,1949.86,1934.69,1944.99,13737.2833,2023-07-03 01:59:59.999,26715045.948176,14878,7154.6917,13911955.830527,0,-6582.591599999999,2023-07-03,-10284.950899999998
2023-07-03 02:00:00,1944.99,1953.5,1944.98,1949.18,11896.0463,2023-07-03 02:59:59.999,23193789.157203,15104,6676.7261,13017146.705559,0,-5219.3202,2023-07-03,-15504.271099999998
2023-07-03 03:00:00,1949.17,1951.14,1948.0,1949.01,5271.2924,2023-07-03 03:59:59.999,10276793.612885,10000,2680.5869,5225617.494227,0,-2590.7055000000005,2023-07-03,-18094.976599999998
2023-07-03 04:00:00,1949.0,1951.97,1941.75,1948.9,12951.1953,2023-07-03 04:59:59.999,25217992.823559,15728,7713.8619,15019777.532202,0,-5237.3333999999995,2023-07-03,-23332.309999999998
2023-07-03 05:00:00,1948.89,1949.59,1944.73,1945.57,6391.5914,2023-07-03 05:59:59.999,12447701.845906,10296,2742.3319,5340881.675513,0,-3649.2595,2023-07-03,-26981.569499999998
2023-07-03 06:00:00,1945.58,1948.82,1942.3,1947.85,8608.9522,2023-07-03 06:59:59.999,16749433.383915,13526,4161.524,8097137.544719,0,-4447.428199999999,2023-07-03,-31428.997699999996
2023-07-03 07:00:00,1947.86,1973.76,1947.85,1966.83,31449.7813,2023-07-03 07:59:59.999,61696721.321327,36932,15298.4101,30007059.201339,0,-16151.3712,2023-07-03,-47580.3689
2023-07-03 08:00:00,1966.83,1976.0,1958.86,1960.02,23854.6457,2023-07-03 08:59:59.999,46904584.682118,24561,10637.1293,20922075.441195,0,-13217.5164,2023-07-03,-60797.885299999994
2023-07-03 09:00:00,1960.01,1963.5,1955.36,1955.91,9216.2492,2023-07-03 09:59:59.999,18060592.70038,13871,3810.0352,7467274.798002,0,-5406.214,2023-07-03,-66204.0993
2023-07-03 10:00:00,1955.92,1963.0,1954.6,1962.46,11624.936,2023-07-03 10:59:59.999,22778131.642598,16207,5301.9481,10387413.51006,0,-6322.9879,2023-07-03,-72527.0872
2023-07-03 11:00:00,1962.45,1966.66,1960.93,1962.01,8321.308,2023-07-03 11:59:59.999,16334917.625724,14114,3610.8133,7087730.132125,0,-4710.494700000001,2023-07-03,-77237.5819
2023-07-03 12:00:00,1962.0,1967.24,1954.6,1966.69,15046.7807,2023-07-03 12:59:59.999,29509765.760535,21714,7569.7904,14848301.552734,0,-7476.9902999999995,2023-07-03,-84714.5722
2023-07-03 13:00:00,1966.69,1971.4,1961.73,1963.99,13659.9262,2023-07-03 13:59:59.999,26854908.731273,19906,6936.608,13636059.51407,0,-6723.3182,2023-07-03,-91437.8904
2023-07-03 14:00:00,1963.99,1967.0,1957.7,1960.5,11955.1418,2023-07-03 14:59:59.999,23459339.698926,17604,5731.2885,11247619.290663,0,-6223.8533,2023-07-03,-97661.74369999999
2023-07-03 15:00:00,1960.49,1976.16,1960.0,1968.17,28876.366,2023-07-03 15:59:59.999,56857336.818152,26366,14938.0688,29406745.720611,0,-13938.297200000003,2023-07-03,-111600.04089999999
2023-07-03 16:00:00,1968.17,1970.3,1953.26,1964.11,22935.0481,2023-07-03 16:59:59.999,44989543.558471,24484,10492.8861,20578964.26685,0,-12442.162,2023-07-03,-124042.2029
2023-07-03 17:00:00,1964.12,1966.65,1959.2,1964.21,10644.895,2023-07-03 17:59:59.999,20895551.527168,13451,4993.2311,9801529.179888,0,-5651.6639000000005,2023-07-03,-129693.8668
2023-07-03 18:00:00,1964.22,1971.81,1960.0,1970.5,12262.0461,2023-07-03 18:59:59.999,24107814.065947,15919,6552.1823,12882236.16893,0,-5709.863799999999,2023-07-03,-135403.7306
2023-07-03 19:00:00,1970.51,1974.71,1964.14,1967.4,17362.4476,2023-07-03 19:59:59.999,34189167.619225,18231,8088.0627,15925123.825154,0,-9274.3849,2023-07-03,-144678.1155
2023-07-03 20:00:00,1967.39,1968.0,1955.77,1958.52,12692.5914,2023-07-03 20:59:59.999,24887849.861934,14815,5840.1243,11449080.986759,0,-6852.467099999999,2023-07-03,-151530.5826
2023-07-03 21:00:00,1958.52,1959.5,1948.22,1957.4,14353.018,2023-07-03 21:59:59.999,28048894.985801,15854,6001.5811,11727706.690038,0,-8351.4369,2023-07-03,-159882.0195
2023-07-03 22:00:00,1957.41,1958.89,1952.69,1955.34,5162.156,2023-07-03 22:59:59.999,10097424.459079,8690,2613.43,5112012.366681,0,-2548.726,2023-07-03,-162430.7455
2023-07-03 23:00:00,1955.34,1955.93,1950.43,1955.54,5562.7777,2023-07-03 23:59:59.999,10867477.559354,8792,2499.7342,4883454.337456,0,-3063.0434999999998,2023-07-03,-165493.789
2023-07-04 00:00:00,1955.55,1958.0,1950.76,1951.61,7100.4148,2023-07-04 00:59:59.999,13875297.54472,10924,3540.6837,6919530.030963,0,-3559.7310999999995,2023-07-04,-3559.7310999999995
2023-07-04 01:00:00,1951.6,1959.35,1950.34,1954.24,12831.3138,2023-07-04 01:59:59.999,25078111.87647,14734,5977.2764,11680741.763095,0,-6854.0374,2023-07-04,-10413.7685
2023-07-04 02:00:00,1954.24,1956.99,1952.81,1956.6,8490.7305,2023-07-04 02:59:59.999,16599711.886554,9547,3657.0713,7149454.600587,0,-4833.6592,2023-07-04,-15247.4277
2023-07-04 03:00:00,1956.6,1967.08,1954.34,1963.34,11448.9999,2023-07-04 03:59:59.999,22456029.679238,12541,6057.8332,11882901.88763,0,-5391.166700000001,2023-07-04,-20638.5944
2023-07-04 04:00:00,1963.34,1963.35,1948.59,1954.01,9411.3246,2023-07-04 04:59:59.999,18411514.792322,14178,3302.2083,6459982.909658,0,-6109.1163,2023-07-04,-26747.7107
2023-07-04 05:00:00,1954.01,1955.0,1951.51,1952.12,6783.9414,2023-07-04 05:59:59.999,13252645.029039,10629,3479.4989,6797363.647955,0,-3304.4424999999997,2023-07-04,-30052.1532
2023-07-04 06:00:00,1952.13,1957.0,1946.39,1953.5,8987.0101,2023-07-04 06:59:59.999,17545931.75695,13124,4074.5133,7956292.98343,0,-4912.496799999999,2023-07-04,-34964.649999999994
2023-07-04 07:00:00,1953.49,1954.8,1948.46,1948.8,6134.3872,2023-07-04 07:59:59.999,11975633.040338,11572,2132.0235,4162736.256018,0,-4002.3637000000003,2023-07-04,-38967.013699999996
2023-07-04 08:00:00,1948.81,1952.4,1948.52,1950.52,5025.8581,2023-07-04 08:59:59.999,9804406.057684,10594,2103.1225,4102836.392933,0,-2922.7356000000004,2023-07-04,-41889.749299999996
2023-07-04 09:00:00,1950.52,1954.87,1946.54,1954.87,8377.6299,2023-07-04 09:59:59.999,16351741.392015,13345,3799.3204,7415707.000942,0,-4578.309499999999,2023-07-04,-46468.0588
2023-07-04 10:00:00,1954.86,1960.0,1954.01,1958.0,9334.1568,2023-07-04 10:59:59.999,18264331.872097,13727,4437.5517,8683202.872345,0,-4896.605100000001,2023-07-04,-51364.6639
2023-07-04 11:00:00,1958.0,1961.99,1955.98,1960.53,9163.3853,2023-07-04 11:59:59.999,17952841.695419,16107,4849.8407,9500514.907243,0,-4313.5446,2023-07-04,-55678.2085
2023-07-04 12:00:00,1960.53,1961.7,1954.25,1956.97,7066.0763,2023-07-04 12:59:59.999,13837805.749008,12903,3183.9881,6235690.685755,0,-3882.0881999999997,2023-07-04,-59560.2967
2023-07-04 13:00:00,1956.97,1958.71,1953.2,1956.02,6264.3404,2023-07-04 13:59:59.999,12255506.259771,14126,2797.0463,5471903.236212,0,-3467.2941,2023-07-04,-63027.5908
2023-07-04 14:00:00,1956.01,1960.38,1955.01,1956.78,5195.0452,2023-07-04 14:59:59.999,10171386.740961,10277,2692.099,5270857.462665,0,-2502.9461999999994,2023-07-04,-65530.537
2023-07-04 15:00:00,1956.77,1959.5,1950.44,1954.19,8837.6572,2023-07-04 15:59:59.999,17270430.593588,13381,3421.7019,6687033.943552,0,-5415.9553,2023-07-04,-70946.4923
2023-07-04 16:00:00,1954.19,1965.57,1950.51,1955.63,14874.8473,2023-07-04 16:59:59.999,29125226.116103,19115,7149.0448,14000370.992171,0,-7725.8025,2023-07-04,-78672.2948
2023-07-04 17:00:00,1955.63,1957.53,1948.0,1949.84,10546.1494,2023-07-04 17:59:59.999,20591472.021218,14011,4749.7656,9274129.901384,0,-5796.3838000000005,2023-07-04,-84468.6786
2023-07-04 18:00:00,1949.84,1953.01,1945.47,1949.39,8377.5116,2023-07-04 18:59:59.999,16327683.416054,12265,3716.1309,7243655.030679,0,-4661.3807,2023-07-04,-89130.0593
2023-07-04 19:00:00,1949.39,1950.19,1931.58,1934.29,23388.9655,2023-07-04 19:59:59.999,45354519.44075,26311,9986.8023,19362526.51559,0,-13402.163199999999,2023-07-04,-102532.2225
2023-07-04 20:00:00,1934.29,1942.19,1932.12,1942.1,6630.9169,2023-07-04 20:59:59.999,12850708.215372,10176,3802.9615,7369800.912778,0,-2827.9554000000003,2023-07-04,-105360.1779
2023-07-04 21:00:00,1942.1,1942.67,1938.29,1941.79,3359.1239,2023-07-04 21:59:59.999,6519873.909525,7536,1443.971,2802586.768103,0,-1915.1529,2023-07-04,-107275.3308
2023-07-04 22:00:00,1941.79,1942.42,1938.5,1941.57,3599.175,2023-07-04 22:59:59.999,6984588.062013,7395,1638.086,3178679.042068,0,-1961.0890000000002,2023-07-04,-109236.4198
2023-07-04 23:00:00,1941.57,1941.73,1935.2,1936.2,4296.1373,2023-07-04 23:59:59.999,8329600.102629,9173,1906.0009,3695568.138302,0,-2390.1364000000003,2023-07-04,-111626.55619999999
2023-07-05 00:00:00,1936.19,1942.0,1934.61,1935.07,6365.4353,2023-07-05 00:59:59.999,12338053.049904,11575,3149.4388,6104671.338556,0,-3215.9965,2023-07-05,-3215.9965
2023-07-05 01:00:00,1935.07,1942.12,1933.64,1938.24,5052.8069,2023-07-05 01:59:59.999,9798980.875115,9566,2356.9975,4570841.782003,0,-2695.8093999999996,2023-07-05,-5911.805899999999
2023-07-05 02:00:00,1938.24,1942.0,1937.6,1941.94,4237.5166,2023-07-05 02:59:59.999,8223548.455991,8256,2106.394,4087694.555678,0,-2131.1226,2023-07-05,-8042.9285
2023-07-05 03:00:00,1941.94,1942.5,1938.82,1941.28,3745.2364,2023-07-05 03:59:59.999,7268406.30288,8586,1453.3853,2820477.540143,0,-2291.8511,2023-07-05,-10334.7796
2023-07-05 04:00:00,1941.28,1942.0,1936.18,1936.89,6633.0314,2023-07-05 04:59:59.999,12855488.000112,10661,3005.2321,5823687.645058,0,-3627.7992999999997,2023-07-05,-13962.5789
2023-07-05 05:00:00,1936.89,1938.75,1932.15,1933.79,7854.474,2023-07-05 05:59:59.999,15201684.49874,10839,4523.1291,8754178.888847,0,-3331.3449,2023-07-05,-17293.9238
2023-07-05 06:00:00,1933.79,1937.44,1933.34,1937.31,6732.453,2023-07-05 06:59:59.999,13029201.008393,9955,3316.6998,6419422.547718,0,-3415.7532000000006,2023-07-05,-20709.677
2023-07-05 07:00:00,1937.31,1938.0,1935.41,1936.35,3592.6526,2023-07-05 07:59:59.999,6959495.108935,9180,1672.5903,3240048.935452,0,-1920.0622999999998,2023-07-05,-22629.7393
2023-07-05 08:00:00,1936.36,1937.07,1935.2,1937.06,738.4926,2023-07-05 08:59:59.999,1429905.971202,752,444.8234,861317.377083,0,-293.66920000000005,2023-07-05,-22923.4085
